,aw_deep_link,product_name,aw_product_id,merchant_product_id,merchant_image_url,description,merchant_category,search_price,merchant_name,merchant_id,category_name,category_id,aw_image_url,currency,store_price,merchant_deep_link,display_price,rrp_price,in_stock,alternate_image,alternate_image_two,alternate_image_four,large_image,alternate_image_three,custom_1,Fashion:size,brand_name,brand_id,product_type
1124983,https://www.awin1.com/pclick.php?p=7134859015&a=240379&m=6009,"Womens Lounge Trousers by Tommy Hilfiger - Navy Blue, Navy Blue",7134859015,602017001103165,http://media.topshop.com/wcsstore/TopShop/images/catalog/TS01D09LNAV_Zoom_F_1.jpg,"Make lazy Sundays even better in these super soft navy lounge trousers by Tommy Hilfiger. 70% Cotton, 30% Polyester. Machine wash.",Women's Outerwear,56.0,Topshop,6009,Women's Outerwear,206,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=media.topshop.com%2Fwcsstore%2FTopShop%2Fimages%2Fcatalog%2FTS01D09LNAV_Zoom_F_1.jpg&feedId=6009&k=e63ff784fa650e545b54607abdd7ae25159bc95f,GBP,,http://www.ist-track.com/ProcessClick.ashx?companyId=38aa0d7f-6514-4cb3-bbdc-df0d32d48b7f&itemId=xrmilwxpmm&bid=t,GBP56.00,56.0,0,http://media.topshop.com/wcsstore/TopShop/images/catalog/TS01D09LNAV_Small_F_1.jpg,,,,,,S,Tommy Hilfiger,16520,Nightwear > Pyjama Bottoms > Lounge Trousers by Tommy Hilfiger
1125959,https://www.awin1.com/pclick.php?p=5327749149&a=240379&m=6009,"Womens **Soft Ruffle Cold Shoulder Maxi Dress - Amber, Amber",5327749149,602017001090481,http://media.topshop.com/wcsstore/TopShop/images/catalog/TS35B30LAMB_Zoom_F_1.JPG,"Made with the feminine woman in mind, this super pretty soft maxi dress is adorned with ruffle detail throughout. In a pastel amber hue, this flattering piece is finished with a cold shoulder neckline and split to the left hand side as worn. Keep your accessories minimal to maintain focus on the dress. 100% Viscose. Dry clean only.",Women's Outerwear,75.0,Topshop,6009,Women's Outerwear,206,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=media.topshop.com%2Fwcsstore%2FTopShop%2Fimages%2Fcatalog%2FTS35B30LAMB_Zoom_F_1.JPG&feedId=6009&k=80ebe5b4aa264c59e11ca86d8d563e01ce8d5031,GBP,,http://www.ist-track.com/ProcessClick.ashx?companyId=38aa0d7f-6514-4cb3-bbdc-df0d32d48b7f&itemId=xrwwpmwqti&bid=t,GBP75.00,125.0,1,http://media.topshop.com/wcsstore/TopShop/images/catalog/TS35B30LAMB_Small_F_1.JPG,,,,,,8,Topshop,16578,Dresses > Shift Dresses > **Soft Ruffle Cold Shoulder Maxi Dress
1126009,https://www.awin1.com/pclick.php?p=5639952945&a=240379&m=6009,"Womens Underwired Geometric Racerback Bra - Chartreuse, Chartreuse",5639952945,602017001094134,http://media.topshop.com/wcsstore/TopShop/images/catalog/TS43U32LCHT_Zoom_F_1.jpg,"Chartreuse geometric lace underwired bra with racerback detail. 89% Polyamide, 11% Elastane. Machine wash.",Women's Outerwear,7.0,Topshop,6009,Women's Outerwear,206,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=media.topshop.com%2Fwcsstore%2FTopShop%2Fimages%2Fcatalog%2FTS43U32LCHT_Zoom_F_1.jpg&feedId=6009&k=2d3947ba6c0667bb1999652b235cd85dfd00613d,GBP,,http://www.ist-track.com/ProcessClick.ashx?companyId=38aa0d7f-6514-4cb3-bbdc-df0d32d48b7f&itemId=xriilrtptl&bid=t,GBP7.00,22.0,1,http://media.topshop.com/wcsstore/TopShop/images/catalog/TS43U32LCHT_Small_F_1.jpg,,,,,,34C,Topshop,16578,Lingerie > Non-Padded Bras > Underwired Geometric Racerback Bra
1126142,https://www.awin1.com/pclick.php?p=11020183919&a=240379&m=6009,"Womens Stripe Button Front Vest Top - Multi, Multi",11020183919,602017001123388,http://media.topshop.com/wcsstore/TopShop/images/catalog/TS04S17MMUL_Zoom_F_1.jpg,For a go-to basic top this summer look no further than this stripe button front vest top. Pair with jeans for a casual-cool finish. 100% Cotton. Machine wash.,Women's Outerwear,9.0,Topshop,6009,Women's Outerwear,206,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=media.topshop.com%2Fwcsstore%2FTopShop%2Fimages%2Fcatalog%2FTS04S17MMUL_Zoom_F_1.jpg&feedId=6009&k=c8c5078f9b2ef51f3faee353ec5a1fd710647212,GBP,,http://www.ist-track.com/ProcessClick.ashx?companyId=38aa0d7f-6514-4cb3-bbdc-df0d32d48b7f&itemId=xlmrmrwwww&bid=t,GBP9.00,9.0,0,http://media.topshop.com/wcsstore/TopShop/images/catalog/TS04S17MMUL_Small_F_1.jpg,,,,,,4,Topshop,16578,Tops > Vests > Stripe Button Front Vest Top
1127030,https://www.awin1.com/pclick.php?p=11943631307&a=240379&m=6009,"Womens Eyelet Sleeve Ribbed Bodysuit - Sage, Sage",11943631307,602017001125160,http://media.topshop.com/wcsstore/TopShop/images/catalog/TS09B02MSGE_Zoom_F_1.jpg,"This ribbed bodysuit is a great layering piece all year round. It features a flattering bardot neckline and eyelet lattice detailing to each sleeve. Pair with light denim shorts and sliders for a summery look. 93% Viscose, 7% Elastane. Machine wash.",Women's Outerwear,18.0,Topshop,6009,Women's Outerwear,206,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=media.topshop.com%2Fwcsstore%2FTopShop%2Fimages%2Fcatalog%2FTS09B02MSGE_Zoom_F_1.jpg&feedId=6009&k=edbb03aaf3d7d3f0ec9b97a5c765c9c46c920477,GBP,,http://www.ist-track.com/ProcessClick.ashx?companyId=38aa0d7f-6514-4cb3-bbdc-df0d32d48b7f&itemId=xlalxqxrxq&bid=t,GBP18.00,18.0,1,http://media.topshop.com/wcsstore/TopShop/images/catalog/TS09B02MSGE_Small_F_1.jpg,,,,,,16,Topshop,16578,Tops > Bodies > Eyelet Sleeve Ribbed Bodysuit
1130348,https://www.awin1.com/pclick.php?p=18551646747&a=240379&m=3090,Boss Orange Ajuditta Dress,18551646747,20186682,https://media.very.co.uk/i/very/4XFRW_SQ1_0000000354_DARK-BLUE_MDf1?$266x354_standard$&,"Hugo BOSS Orange Ajuditta Dress - Dark Blue Extremely seductive, the Ajuditta dress by BOSS Orange is the bag girl's spin on daytime dressing - the dark blue hue adding to the tension and mystery surrounding this piece. Crafted from a lyocell blend, the fabric features a little stretch for a flattering, yet figure-hugging fit that shows off your delectable curves, while the full length zip was designed to be provocative. Stretch inserts to the sides create enviable contours too, making this piece your go-to every time. Wear yours with heels, dark eye shadow and a slick of kohl for a seductive make up look to match your outfit. Useful info: Ajuditta dress by BOSS Orange Figure-hugging fit Full length zip to front Stretch inserts along sides Length: 33 inches Colour: Dark Blue. 97% Lyocell, 3% elastane. Machine washable.",Clothing & Accessories -> Women's Clothing -> Women's Dresses & Skirts,140.0,very.co.uk,3090,Women's Dresses & Skirts,198,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.very.co.uk%2Fi%2Fvery%2F4XFRW_SQ1_0000000354_DARK-BLUE_MDf1%3F%24266x354_standard%24%26&feedId=3090&k=83b384630d9a35cdb96e75dd8dfb64355b71e703,GBP,210.0,http://www.very.co.uk/boss-orange-ajuditta-dress/1458185529.prd,GBP140.00,210.0,1,,,,,,https://media.very.co.uk/i/very/4XFRW_SQ1_0000000354_DARK-BLUE_MDf1?$266x354_standard$&,"12,14,16",Boss Orange,2260,Women -> Dresses
1131383,https://www.awin1.com/pclick.php?p=19997046107&a=240379&m=3090,V By Very Curve Body Sculpt Pu Zip Detail Trouser,19997046107,20206385,https://media.very.co.uk/i/very/LPC3Y_SQ1_0000000004_BLACK_MDe?$266x354_standard$&,"V by Very Curve Body Sculpt Pu Zip Detail Trouser The Body Sculpt faux leather trouser from V by Very Curve is designed to shape, sleek and contour, giving you total body confidence. The sexy skinny fit elongates your pins for a leg-lengthening look, while the high-rise waistband ensures tummy control, too. We love the leather-effect sheen and easy-to-slip-into zip at the hip. Styling Ideas Wear with a sparkling sequin top and party heels this festive season. Material Content: PU Washing Instructions: Machine Washable Womens Trousers Shape: Skinny",Clothing & Accessories -> Women's Clothing -> Women's Trousers,25.0,very.co.uk,3090,Women's Trousers,201,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.very.co.uk%2Fi%2Fvery%2FLPC3Y_SQ1_0000000004_BLACK_MDe%3F%24266x354_standard%24%26&feedId=3090&k=622cafb41295450e5c37785a9949583add781966,GBP,35.0,http://www.very.co.uk/v-by-very-curve-body-sculpt-pu-zip-detail-trouser/1600186338.prd,GBP25.00,35.0,1,,,,,,https://media.very.co.uk/i/very/LPC3Y_SQ1_0000000004_BLACK_MDe?$266x354_standard$&,"16,18,20,22,24,26,28",V by Very Curve,0,Women -> Trousers & Leggings
1131619,https://www.awin1.com/pclick.php?p=3637824487&a=240379&m=3090,Lee Scarlett High Waist Skinny Jean - Blue Anchor,3637824487,19157106,https://media.very.co.uk/i/very/K7QW7_SQ1_0000006504_BLUE_ANCHOR_MDe?$266x354_standard$&,"Lee&reg;&nbsp;Scarlett High Waist Skinny Jeans The Scarlett&nbsp;high&nbsp;waist skinny jeans by Lee&reg; is the ultimate five-pocket skinny boasting a cute ankle length, super-flattering rear and a slick, skinny fit from thigh to ankle that gives you an even leggier look. In a Blue Anchor wash they're the perfect day-to-night pair of jeans and their high waist style provides extra coverage, while Italian Stretch Deluxe Denim ensures the perfect fit for a cute&nbsp;finish. Just add a relaxed fit jumper and a pair of pointed courts for a cool mix of laid back and chic. Washing Instructions: Machine Washable 60% cotton, 38% modal, 2%ealstane",Clothing & Accessories -> Women's Clothing -> Women's Trousers,59.5,very.co.uk,3090,Women's Trousers,201,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.very.co.uk%2Fi%2Fvery%2FK7QW7_SQ1_0000006504_BLUE_ANCHOR_MDe%3F%24266x354_standard%24%26&feedId=3090&k=9e0211d93f5f44227dfe58ea7f9abbfd069bae79,GBP,85.0,http://www.very.co.uk/lee-scarlett-high-waist-skinny-jean-blue-anchor/1600076238.prd,GBP59.50,85.0,1,,,,,,https://media.very.co.uk/i/very/K7QW7_SQ1_0000006504_BLUE_ANCHOR_MDe?$266x354_standard$&," inside leg LONG, inside leg REGULAR,26,26",Lee,21029,Women -> Jeans
1132388,https://www.awin1.com/pclick.php?p=10164970197&a=240379&m=3090,Under Armour Flashy Faux 2-In-1 Tank,10164970197,20040918,https://media.very.co.uk/i/very/LGG3E_SQ1_0000000004_BLACK_MDf?$266x354_standard$&,"Under Armour Faux 2-in-1 Tank Top&nbsp; This Faux 2-In-1 tank top by Under Armour features a layered-effect to the back that combines breathable mesh with a lightweight construction that keeps your mind on the workout ahead. The loose fit and slight racerback allow you to unlock your full range of motion, while reflective UA branding lends itself to outdoor workouts that go on after dark. Wear it over your UA tights with footwear that suits your session and a supportive sports bra, all that's missing is your commitment to train.&nbsp; Material Content: 88% POLYESTER 12% ELASTANE 88% POLYESTER 12% ELASTANE",Clothing & Accessories -> Women's Clothing -> Women's Sportswear,20.0,very.co.uk,3090,Women's Sportswear,203,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.very.co.uk%2Fi%2Fvery%2FLGG3E_SQ1_0000000004_BLACK_MDf%3F%24266x354_standard%24%26&feedId=3090&k=85fa775d9dc4cd34ca7a8657f43b93a7e9446993,GBP,30.0,http://www.very.co.uk/under-armour-flashy-faux-2-in-1-tank/1600165475.prd,GBP20.00,30.0,1,,,,,,https://media.very.co.uk/i/very/LGG3E_SQ1_0000000004_BLACK_MDf?$266x354_standard$&,"XL,XS",Under Armour,16996,Women -> Sportswear -> T-Shirts
1132652,https://www.awin1.com/pclick.php?p=4312151843&a=240379&m=3090,Ri Plus Grey Cold Shoulder Top,4312151843,19901422,https://media.very.co.uk/i/very/LFYMG_SQ1_0000000005_GREY_MDf?$266x354_standard$&,"RI Plus Grey Cold Shoulder Top The only style to be seen in this season, we love the cold shoulder trend for its effortless and flattering look - make sure you're ahead of the curve with this gorgeous top by RI Plus. In cool grey that will complement any wardrobe, it features a deep V-neck with cutaway sleeves, contrasting black borders and a cool split dipped hem that creates a slimming silhouette. Wear with skinny jeans and a pair of lush lace-up sandals as we head into sunnier weather. Washing Instructions: Hand Wash Only Material Content: 100% Polyester Cool iron Do not bleach Do not tumble dry Do not dry clean",Clothing & Accessories -> Women's Clothing -> Women's Tops,21.0,very.co.uk,3090,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.very.co.uk%2Fi%2Fvery%2FLFYMG_SQ1_0000000005_GREY_MDf%3F%24266x354_standard%24%26&feedId=3090&k=be4f444626892a7de715f5d82a12343565bbefa1,GBP,28.0,http://www.very.co.uk/ri-plus-grey-cold-shoulder-top/1600164318.prd,GBP21.00,28.0,1,,,,,,https://media.very.co.uk/i/very/LFYMG_SQ1_0000000005_GREY_MDf?$266x354_standard$&,"26,28",RI Plus,0,Women -> Blouses & Shirts
1133228,https://www.awin1.com/pclick.php?p=9031541023&a=240379&m=3090,V By Very Placement Print Tunic,9031541023,19985376,https://media.very.co.uk/i/very/L4TW3_SQ1_0000002170_YELLOW_PRINT_MDf?$266x354_standard$&,"V by Very Placement&nbsp;Print Tunic Liven up your summer wardrobe with this brightly-coloured tunic from V by Very. In this season's love of yellow hues, it features exotic placement prints to the collar and hemline, with pretty pops of tropical blooms. Styling Ideas Wear with white skinny jeans and sandals for laid-back sunny days.",Clothing & Accessories -> Women's Clothing -> Women's Tops,10.0,very.co.uk,3090,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.very.co.uk%2Fi%2Fvery%2FL4TW3_SQ1_0000002170_YELLOW_PRINT_MDf%3F%24266x354_standard%24%26&feedId=3090&k=d89df3ec3af127bc98c164d82d7e3dce9c16c190,GBP,25.0,http://www.very.co.uk/v-by-very-placementnbspprint-tunic/1600148084.prd,GBP10.00,25.0,1,,,,,,https://media.very.co.uk/i/very/L4TW3_SQ1_0000002170_YELLOW_PRINT_MDf?$266x354_standard$&,"8,10,12,14,16",V by Very,0,Women -> Tops & T-Shirts
1133287,https://www.awin1.com/pclick.php?p=9187632025&a=240379&m=3090,Ax Paris Bardot Flute Sleeve Top,9187632025,20027023,https://media.very.co.uk/i/very/LNP36_SQ1_0000000058_KHAKI_MDf?$266x354_standard$&,"AX Paris Bardot Flute Sleeve Top Statement sleeves are big news this summer - master the look with this bohemian-inspired Bardot top by AX Paris. In an earthy khaki hue, this beauty sits off the shoulder with pretty ruched detail, is swishy in shape and features extravagant and oversized fluted cuffs that bring 70s appeal to your look. Pair with ripped denim and wedges for a modern take on hippie style.&nbsp;",Clothing & Accessories -> Women's Clothing -> Women's Tops,11.0,very.co.uk,3090,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.very.co.uk%2Fi%2Fvery%2FLNP36_SQ1_0000000058_KHAKI_MDf%3F%24266x354_standard%24%26&feedId=3090&k=96a1e4dff5e6d2bd6cad826a912970e4da07c272,GBP,22.0,http://www.very.co.uk/ax-paris-bardot-flute-sleeve-top/1600184441.prd,GBP11.00,22.0,1,,,,,,https://media.very.co.uk/i/very/LNP36_SQ1_0000000058_KHAKI_MDf?$266x354_standard$&,"8,10,12",AX Paris,0,Women -> Blouses & Shirts
1133970,https://www.awin1.com/pclick.php?p=19591836011&a=240379&m=3090,V By Very Power Shoulder Sleeve Jumper,19591836011,20210197,https://media.very.co.uk/i/very/LQHPX_SQ1_0000000063_PINK_MDf?$266x354_standard$&,Washing Instructions: Machine Washable Womens Knitwear Style: Jumper Womens Neckline: Crew Womens Sleeve Length: Long Sleeve Womens Tops Shape: Jumper Womens Tops Style: Jumper,Clothing & Accessories -> Women's Clothing -> Women's Tops,19.0,very.co.uk,3090,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.very.co.uk%2Fi%2Fvery%2FLQHPX_SQ1_0000000063_PINK_MDf%3F%24266x354_standard%24%26&feedId=3090&k=c7791773141822e3c6106cadc73a2cd7f7965c7d,GBP,28.0,http://www.very.co.uk/v-by-very-power-shoulder-sleeve-jumper/1600190195.prd,GBP19.00,28.0,1,,,,,,https://media.very.co.uk/i/very/LQHPX_SQ1_0000000063_PINK_MDf?$266x354_standard$&,"8,10,12,14,18",V by Very,0,Women -> Knitwear
1134151,https://www.awin1.com/pclick.php?p=21312784719&a=240379&m=3090,V By Very The Voyager T-Shirt,21312784719,20341754,https://media.very.co.uk/i/very/M4KT4_SQ1_0000000004_BLACK_MDf?$266x354_standard$&,V by Very&nbsp;The Voyager T-Shirt - Black,Clothing & Accessories -> Women's Clothing -> Women's Tops,15.0,very.co.uk,3090,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Amedia.very.co.uk%2Fi%2Fvery%2FM4KT4_SQ1_0000000004_BLACK_MDf%3F%24266x354_standard%24%26&feedId=3090&k=29ab5afdbce3622ebea987c4962b57c86f8f044c,GBP,15.0,http://www.very.co.uk/v-by-very-the-voyager-t-shirt/1600218245.prd,GBP15.00,15.0,1,,,,,,https://media.very.co.uk/i/very/M4KT4_SQ1_0000000004_BLACK_MDf?$266x354_standard$&,"8,10,12,14,16,18,20,22,24",V by Very,0,Women -> Tops & T-Shirts
1134845,https://www.awin1.com/pclick.php?p=16232029819&a=240379&m=6009,"Womens Lettuce Frill Short Sleeve T-Shirt - Black, Black",16232029819,602017001145405,http://media.topshop.com/wcsstore/TopShop/images/catalog/TS09X05MBLK_Zoom_F_1.jpg,Every fashionista needs a little black t-shirt to wear solo or to use for layering for everyday dressing. This short sleeve design features lettuce frill edging around the cuff and hem. We're styling it with a PU skirt for 90s-inspired look. 100% Cotton. Machine wash.,Women's Outerwear,9.0,Topshop,6009,Women's Outerwear,206,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=media.topshop.com%2Fwcsstore%2FTopShop%2Fimages%2Fcatalog%2FTS09X05MBLK_Zoom_F_1.jpg&feedId=6009&k=e76c6173c899e255006149ca7291a9461bb8ca66,GBP,,http://www.ist-track.com/ProcessClick.ashx?companyId=38aa0d7f-6514-4cb3-bbdc-df0d32d48b7f&itemId=xmaarxrmmq&bid=t,GBP9.00,9.0,1,http://media.topshop.com/wcsstore/TopShop/images/catalog/TS09X05MBLK_Small_F_1.jpg,,,,,,16,Topshop,16578,Tops > T-Shirts > Lettuce Frill Short Sleeve T-Shirt
1134911,https://www.awin1.com/pclick.php?p=17562219657&a=240379&m=6009,"Womens Suede Biker Jacket - Pale Pink, Pale Pink",17562219657,602017001143717,http://media.topshop.com/wcsstore/TopShop/images/catalog/TS11C21MPLP_Zoom_F_1.jpg,"Add a soft touch with an edge to your look with a pale pink real suede biker jacket. The design features classic sleeve buckles, two upper-front pockets and a silver zip closure. 100% Leather Goat. Dry brush clean with soft suede brush only.",Women's Outerwear,195.0,Topshop,6009,Women's Outerwear,206,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=media.topshop.com%2Fwcsstore%2FTopShop%2Fimages%2Fcatalog%2FTS11C21MPLP_Zoom_F_1.jpg&feedId=6009&k=b75d98dc7074e15749fa94a58acf5b4cbc16d525,GBP,,http://www.ist-track.com/ProcessClick.ashx?companyId=38aa0d7f-6514-4cb3-bbdc-df0d32d48b7f&itemId=xqplrpqppa&bid=t,GBP195.00,195.0,0,http://media.topshop.com/wcsstore/TopShop/images/catalog/TS11C21MPLP_Small_F_1.jpg,,,,,,4,Topshop,16578,Jackets & Coats > Biker Jackets > Suede Biker Jacket
